Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
935,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,19.0,2005,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,2,8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,110,122,90.2,1932,434,0,0.0,0.0,0.0,0,8,0,0,8,119,3,3,0,0,0,0,0,0,0,0,110,5,3,3,2,0,2,50.0,1,2,0,2,1,6,11,0,3,1.63,3,0,0,0,0,0,0,0.00,141,11,64,68,9,1,141,1,1,100.0,0,0.0,86,279,114,2,1,0,2,0,95,0,0,0,0,0,2,0,0,1,3,0,0,0,12,7,5,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23.0,2001,35,35,3103,34.5,2,0,2,2,0,0,5,0,1.6,1.6,0.9,2.5,0.06,0.07,24,106,29,30,9,30.0,0.87,0.26,0.07,0.22,21.9,0,0,0,1.6,1.6,0.05,+0.4,+0.4,1067,1250,85.4,16062,3294,0,0.9,0.8,-0.9,14,79,11,0,106,1210,34,23,3,3,3,10,0,0,0,0,1067,102,61,23,52,27,78,43.6,44,62,16,46,47,149,57,0,53,1.54,46,0,0,0,3,4,4,0.12,1647,84,424,939,303,22,1647,24,10,41.7,11,45.8,737,3540,1548,24,20,5,41,24,876,29,5,0,0,51,31,1,3,47,61,0,0,1,184,30,37,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,26.0,1998,11,5,549,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.00,0.04,7,19,12,2,0,0.0,0.33,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,182,256,71.1,3018,1155,0,0.2,0.2,-0.2,5,14,4,0,19,220,35,3,0,0,10,32,0,0,0,0,182,18,11,7,10,1,13,53.8,6,5,1,4,8,26,16,1,10,1.64,5,3,0,1,1,0,1,0.16,320,19,104,158,59,4,320,2,0,0.0,0,0.0,153,674,390,7,6,0,4,0,174,12,0,0,0,9,9,0,10,8,11,0,0,0,14,10,10,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32.0,1992,37,37,3204,35.6,1,2,3,1,0,0,6,0,1.3,1.3,1.5,2.7,0.08,0.08,39,208,56,17,4,23.5,0.48,0.11,0.06,0.25,20.4,0,0,0,1.3,1.3,0.07,-0.3,-0.3,1704,1944,87.7,28701,7341,2,1.5,1.6,+0.5,36,204,24,4,208,1825,113,94,3,5,19,17,0,0,0,0,1704,79,40,28,40,11,79,41.8,46,38,4,34,38,117,57,1,74,2.08,65,2,1,0,1,5,3,0.08,2245,67,394,1419,448,32,2245,13,5,38.5,7,53.8,1216,5508,2556,39,44,1,32,14,1506,56,6,0,0,47,18,1,19,38,40,0,0,0,146,28,28,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26.0,1998,26,25,2161,24.0,0,0,0,0,0,0,10,2,0.5,0.5,0.2,0.7,0.00,0.03,4,69,1,4,3,75.0,0.17,0.12,0.00,0.00,14.1,0,0,0,0.5,0.5,0.11,-0.5,-0.5,1324,1468,90.2,27567,9623,0,0.2,0.4,-0.2,3,63,5,1,69,1397,68,57,0,4,2,4,0,0,0,0,1324,62,42,35,26,1,66,57.6,28,41,24,17,34,96,130,1,13,0.54,9,2,0,2,0,0,0,0.00,1769,251,1025,715,35,5,1769,8,6,75.0,2,25.0,1069,4836,2108,4,5,0,12,7,1101,1,10,2,1,26,16,3,2,34,42,0,0,2,141,46,43,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,28.0,1995,22,9,989,11.0,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.1,0.09,0.10,11,36,3,7,2,28.6,0.64,0.18,0.00,0.00,9.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,624,706,88.4,10906,3760,1,0.6,0.5,+0.4,3,23,1,0,36,686,19,10,0,0,0,1,0,0,0,0,624,15,9,12,3,0,16,56.3,7,16,12,4,5,20,57,0,9,0.82,8,0,0,1,0,0,1,0.09,822,90,426,370,27,17,822,2,2,100.0,0,0.0,502,2464,1284,11,3,0,5,3,583,3,0,0,0,5,4,0,0,5,9,0,0,0,42,34,19,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,23.0,2000,33,25,2314,25.7,5,5,10,5,0,0,4,0,4.1,4.1,4.2,8.3,0.39,0.32,100,55,272,34,16,47.1,1.32,0.62,0.15,0.31,14.6,0,0,0,4.1,4.1,0.12,+0.9,+0.9,715,940,76.1,10545,2224,5,4.2,4.7,+0.8,30,28,29,18,55,844,94,2,0,2,116,92,0,0,0,0,715,33,25,14,12,7,29,55.2,13,25,0,25,8,41,22,1,66,2.57,53,0,3,4,3,3,11,0.43,1205,20,144,394,677,112,1205,78,25,32.1,47,60.3,673,4175,2389,100,41,32,45,26,827,272,4,0,0,20,31,9,116,8,25,0,1,0,84,13,26,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,27.0,1997,36,30,2495,27.7,6,3,9,6,0,0,3,1,6.3,6.3,3.4,9.8,0.32,0.35,77,44,201,52,18,34.6,1.88,0.65,0.12,0.33,15.9,0,0,0,6.3,6.3,0.12,-0.3,-0.3,455,666,68.3,6332,1601,3,3.4,2.3,-0.4,31,22,28,13,44,643,19,1,3,1,69,16,0,0,0,0,455,37,21,16,13,8,46,30.4,32,22,0,22,19,56,24,1,62,2.24,48,0,6,2,4,2,10,0.36,1010,25,165,328,544,107,1010,104,32,30.8,62,59.6,605,3941,2074,77,50,28,81,38,675,201,3,1,0,41,33,9,69,19,21,0,0,0,111,15,24,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,21.0,2003,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,2,0,0,0,2,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,26.0,1998,33,23,1981,22.0,2,3,5,2,0,0,1,0,2.9,2.9,3.7,6.6,0.23,0.30,114,95,202,36,12,33.3,1.64,0.55,0.06,0.17,17.3,2,0,0,2.9,2.9,0.08,-0.9,-0.9,807,1003,80.5,11366,3268,3,3.7,6.0,-0.7,32,39,51,13,95,915,84,9,8,1,82,30,45,17,1,0,807,15,10,5,5,5,27,48.1,14,23,2,21,6,21,19,0,85,3.86,68,6,4,7,0,0,8,0.36,1220,20,109,438,687,115,1220,85,40,47.1,42,49.4,782,6087,3161,114,68,54,37,26,905,202,1,0,0,9,6,2,82,6,10,0,0,0,64,5,8,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Shiō Fukuda,jp JPN,FW,Gladbach,de Bundesliga,20.0,2004,6,0,60,0.7,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,1.50,0.65,0,1,3,3,1,33.3,4.50,1.50,0.33,1.00,14.1,0,0,0,0.4,0.4,0.14,+0.6,+0.6,5,10,50.0,49,13,0,0.0,0.0,0.0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,2,3.00,2,0,0,0,0,0,1,1.50,18,0,0,6,12,5,18,3,1,33.3,2,66.7,8,22,7,0,1,0,1,1,13,3,0,0,0,2,0,1,1,0,0,0,0,0,1,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,27.0,1996,23,11,1045,11.6,1,1,2,1,0,0,3,0,2.4,2.4,3.8,6.2,0.17,0.53,29,69,113,26,9,34.6,2.24,0.78,0.04,0.11,17.9,2,0,0,2.4,2.4,0.09,-1.4,-1.4,509,652,78.1,7393,1993,1,3.8,3.8,-2.8,28,31,27,8,69,604,42,11,7,5,44,9,13,4,7,0,509,14,10,6,4,4,16,37.5,10,11,1,10,2,16,3,0,54,4.65,42,9,0,2,1,0,2,0.17,801,8,87,340,381,50,801,38,11,28.9,24,63.2,494,2511,1283,29,26,8,28,24,613,113,3,0,0,16,26,2,44,2,10,0,0,0,52,9,15,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,31.0,1993,18,6,790,8.8,3,2,5,3,0,0,2,0,2.2,2.2,1.9,4.1,0.57,0.46,7,14,31,16,7,43.8,1.82,0.80,0.19,0.43,10.3,0,0,0,2.2,2.2,0.14,+0.8,+0.8,133,198,67.2,1852,314,2,1.9,0.4,+0.1,14,12,5,0,14,190,7,0,0,2,1,0,0,0,0,0,133,4,3,0,1,3,4,75.0,1,1,0,1,1,5,16,0,22,2.50,20,0,0,2,0,0,2,0.23,277,19,27,142,110,40,277,8,1,12.5,6,75.0,123,435,215,7,4,2,18,7,205,31,2,0,0,21,6,10,1,1,3,0,0,0,18,39,52,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,29.0,1995,6,1,123,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.09,0,0,3,1,0,0.0,0.73,0.00,0.00,,22.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1,3,11,27.3,43,0,0,0.0,0.0,0.0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,1,100.0,0,0,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,0.00,20,0,4,8,8,2,20,0,0,,0,,10,24,18,0,0,0,3,1,12,3,0,0,0,4,2,0,0,0,2,0,0,0,1,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,26.0,1997,28,8,1003,11.1,2,1,3,2,0,0,2,0,0.7,0.7,1.8,2.5,0.27,0.23,23,71,75,18,7,38.9,1.62,0.63,0.11,0.29,23.2,0,0,0,0.7,0.7,0.04,+1.3,+1.3,478,624,76.6,8055,2300,1,1.8,1.8,-0.8,28,56,24,5,71,559,61,25,3,10,67,13,22,7,10,1,478,19,11,5,8,6,28,53.6,13,13,3,10,4,23,17,0,56,5.02,44,8,1,1,1,1,6,0.54,742,19,93,364,288,23,742,17,5,29.4,9,52.9,410,2011,1016,23,15,3,20,16,533,75,2,0,0,12,37,1,67,4,11,0,0,0,63,3,13,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Matteo Gabbia,it ITA,DF,Milan,it Serie A,24.0,1999,26,24,2152,23.9,2,0,2,2,0,0,4,0,1.1,1.1,0.2,1.3,0.08,0.05,13,74,2,14,4,28.6,0.59,0.17,0.14,0.50,11.3,0,0,0,1.1,1.1,0.08,+0.9,+0.9,1316,1443,91.2,26811,7732,0,0.2,0.2,-0.2,2,82,3,1,74,1397,42,35,0,11,2,4,0,0,0,0,1316,21,15,13,7,1,10,80.0,2,25,19,6,15,36,103,1,22,0.92,16,3,0,1,1,1,3,0.13,1635,188,837,759,41,21,1635,1,1,100.0,0,0.0,1023,4706,2481,13,5,0,5,1,1214,2,4,0,0,20,6,1,2,15,15,1,0,0,69,47,36,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Tommaso Gabellini,it ITA,FW,Torino,it Serie A,17.0,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.45,1,0,0,1,0,0.0,9.00,0.00,0.00,,28.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1,3,33.3,7,2,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,4,0,0,1,3,0,4,0,0,,0,,4,37,37,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,19.0,2004,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,35,40,87.5,745,271,0,0.0,0.0,0.0,0,3,1,0,1,39,1,1,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,,0,4,2,2,0,0,11,0,1,0.94,1,0,0,0,0,0,0,0.00,56,9,33,23,0,0,56,0,0,,0,,31,121,56,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30.0,1994,15,0,142,1.6,1,1,2,1,0,0,1,0,0.3,0.3,0.8,1.1,1.27,0.68,5,6,13,5,2,40.0,3.17,1.27,0.20,0.50,17.7,0,0,0,0.3,0.3,0.06,+0.7,+0.7,28,49,57.1,439,103,1,0.8,0.2,+0.2,4,3,1,0,6,46,3,0,0,0,1,1,0,0,0,0,28,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0,6,3.78,4,0,0,1,1,0,1,0.63,64,3,5,25,36,7,64,0,0,,0,,43,247,128,5,2,1,2,3,44,13,1,0,0,6,4,1,1,0,0,0,0,0,12,3,11,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24.0,2000,28,8,1009,11.2,2,4,6,2,0,0,0,0,4.9,4.9,2.2,7.1,0.54,0.63,11,41,82,30,6,20.0,2.68,0.54,0.07,0.33,17.2,2,0,0,4.9,4.9,0.16,-2.9,-2.9,258,357,72.3,4219,1182,4,2.2,2.3,+1.8,22,27,13,0,41,334,23,5,3,5,24,3,10,3,7,0,258,11,8,4,6,1,15,33.3,10,8,0,8,6,17,8,0,48,4.28,29,6,4,6,3,0,5,0.45,490,10,44,225,224,43,490,27,14,51.9,13,48.1,297,1318,435,11,15,7,31,16,356,82,0,0,0,16,13,4,24,6,8,0,0,0,34,10,20,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,30.0,1994,8,0,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0.00,0.09,5,11,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,107,124,86.3,1852,449,0,0.2,0.0,-0.2,1,12,0,0,11,118,6,6,0,1,1,0,0,0,0,0,107,3,2,1,2,0,4,25.0,3,1,0,1,2,5,4,0,4,2.00,2,1,0,0,1,0,0,0.00,141,7,30,102,10,1,141,2,1,50.0,1,50.0,101,567,280,5,1,0,4,4,106,3,1,0,0,6,7,0,1,2,2,0,0,0,6,4,6,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25.0,1999,35,23,1935,21.5,10,4,14,10,0,0,5,0,7.1,7.1,4.4,11.5,0.65,0.53,59,52,278,57,22,38.6,2.65,1.02,0.18,0.45,15.1,0,0,0,7.1,7.1,0.12,+2.9,+2.9,480,634,75.7,6870,1656,4,4.4,3.8,-0.4,38,24,27,8,52,616,16,4,3,4,74,11,1,0,0,0,480,28,16,6,13,9,25,52.0,12,23,3,20,12,40,19,1,80,3.72,57,0,9,7,5,2,8,0.37,888,28,91,258,557,110,888,61,31,50.8,21,34.4,605,4320,2208,59,34,28,45,24,677,278,5,0,0,20,31,5,74,12,16,1,0,0,77,17,26,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29.0,1994,25,21,1784,19.8,0,3,3,0,0,0,8,0,0.2,0.2,3.9,4.1,0.15,0.20,52,54,107,9,0,0.0,0.45,0.00,0.00,,24.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2,852,1028,82.9,12612,3739,3,3.9,3.1,-0.9,15,44,22,14,54,838,186,19,1,2,57,167,0,0,0,0,852,51,31,31,15,5,49,51.0,24,13,3,10,12,63,47,0,33,1.66,30,1,1,0,1,0,6,0.30,1270,51,406,529,344,16,1270,78,28,35.9,38,48.7,739,3917,2315,52,34,6,22,15,779,107,8,0,0,38,35,4,57,12,31,0,1,0,71,25,25,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30.0,1993,26,18,1477,16.4,0,4,4,0,0,0,5,0,0.5,0.5,2.9,3.4,0.24,0.21,27,137,39,11,1,9.1,0.67,0.06,0.00,0.00,24.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,683,844,80.9,12772,3749,4,2.9,2.7,+1.1,28,101,25,3,137,805,34,26,6,8,29,0,6,1,5,0,683,36,22,11,17,8,31,64.5,11,11,4,7,16,52,14,2,50,3.04,43,4,2,1,0,0,6,0.37,978,21,153,618,222,8,978,23,16,69.6,5,21.7,524,2660,1266,27,14,3,17,16,672,39,5,0,0,43,17,1,29,16,22,0,0,0,120,8,12,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,24.0,2000,32,19,1633,18.1,3,3,6,3,0,0,2,0,2.8,2.8,1.2,3.9,0.33,0.22,24,64,64,22,4,18.2,1.21,0.22,0.14,0.75,19.7,0,0,0,2.8,2.8,0.13,+0.2,+0.2,714,840,85.0,9884,2176,3,1.2,1.1,+1.8,12,47,14,1,64,818,16,6,3,1,13,8,1,1,0,0,714,45,32,16,19,10,49,44.9,27,23,5,18,20,65,23,0,32,1.76,24,0,4,0,3,1,8,0.44,1062,35,232,555,287,38,1062,42,17,40.5,18,42.9,674,2788,1104,24,23,7,25,23,755,64,2,0,0,32,39,1,13,20,32,1,0,0,107,9,21,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24.0,2000,31,31,2609,29.0,0,2,2,0,0,0,3,1,0.3,0.3,2.7,3.0,0.07,0.10,57,107,110,9,3,33.3,0.31,0.10,0.00,0.00,23.9,2,0,0,0.3,0.3,0.03,-0.3,-0.3,822,1241,66.2,15643,6924,2,2.7,2.7,-0.7,44,78,28,22,107,946,290,22,1,4,116,247,21,10,8,0,822,65,42,46,15,4,62,54.8,28,33,6,27,20,85,133,0,72,2.48,56,14,1,0,1,0,3,0.10,1587,116,577,638,386,15,1587,29,13,44.8,11,37.9,662,3630,1973,57,39,5,37,14,735,110,3,1,0,12,16,3,116,20,42,0,0,2,116,26,37,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,31.0,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,16,19,84.2,277,175,0,0.0,0.0,0.0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,19,12,18,1,0,0,19,0,0,,0,,12,75,45,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.00,0,0,,0,0,0,0,,0,0,0,0,0.0,,0.0,0.00,0,3,0.0,15,2,13.3,23.8,2,0,0.0,1,2.00,28.0
962,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,34.0,1989,12,1,226,2.5,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.3,0.40,0.14,2,5,9,4,1,25.0,1.59,0.40,0.25,1.00,21.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8,75,124,60.5,1477,594,0,0.2,0.3,-0.2,3,3,2,1,5,104,20,2,1,2,7,18,0,0,0,0,75,8,3,5,3,0,9,33.3,6,2,0,2,2,10,8,0,6,2.39,4,0,0,0,2,0,0,0.00,154,6,47,75,34,4,154,2,0,0.0,2,100.0,84,375,147,2,1,1,3,0,85,9,1,0,0,1,3,0,7,2,3,0,0,0,11,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34.0,1989,37,35,3063,34.0,0,3,3,0,0,0,9,0,1.1,1.1,1.7,2.8,0.09,0.08,27,145,27,27,5,18.5,0.79,0.15,0.00,0.00,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1,1230,1422,86.5,20779,5681,3,1.7,2.0,+1.3,19,154,10,3,145,1388,27,7,2,7,7,7,0,0,0,0,1230,133,80,61,55,17,99,58.6,41,48,9,39,48,181,36,1,60,1.76,52,0,1,2,3,2,4,0.12,1801,72,432,1045,336,21,1801,39,18,46.2,19,48.7,861,4046,1752,27,27,4,32,38,1048,27,9,0,0,55,46,0,7,48,80,0,0,0,194,24,15,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,25.0,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,0.00,0.25,5,9,26,7,0,0.0,2.61,0.00,0.00,,11.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,59,77,76.6,859,169,0,0.3,0.1,-0.3,5,2,1,1,9,72,5,0,0,0,3,1,0,0,0,0,59,1,1,0,1,0,2,50.0,1,3,1,2,4,5,2,0,7,2.62,5,0,1,1,0,0,1,0.37,112,3,16,48,49,15,112,11,5,45.5,5,45.5,73,413,153,5,5,4,8,3,84,26,1,0,0,2,3,2,3,4,1,0,0,0,7,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28.0,1996,7,4,326,3.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.00,0.16,3,4,21,4,1,25.0,1.10,0.28,0.00,0.00,11.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,37,60,61.7,595,78,0,0.2,0.0,-0.2,1,3,0,0,4,51,9,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0,4,1.10,2,0,0,1,1,0,0,0.00,103,4,7,61,36,11,103,8,2,25.0,5,62.5,73,325,84,3,4,3,18,8,83,21,0,0,0,4,8,1,0,1,0,0,0,0,6,15,12,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Facundo Garcés,my MAS,DF,Alavés,es La Liga,24.0,1999,10,7,678,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,0.00,0.12,3,12,3,5,1,20.0,0.66,0.13,0.00,0.00,15.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,150,197,76.1,3011,1258,0,0.8,0.7,-0.8,3,8,1,0,12,185,12,11,0,0,1,1,0,0,0,0,150,6,2,4,2,0,5,60.0,2,8,6,2,5,11,51,0,3,0.40,1,0,0,2,0,0,0,0.00,280,44,122,137,21,13,280,0,0,,0,,114,484,187,3,0,0,2,0,129,3,2,0,0,7,2,0,1,5,2,0,1,0,14,13,14,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27.0,1997,28,17,1455,16.2,3,4,7,3,0,0,3,0,1.0,1.0,4.9,5.9,0.43,0.36,27,120,47,15,5,33.3,0.93,0.31,0.20,0.60,22.5,2,0,0,1.0,1.0,0.06,+2.0,+2.0,1212,1390,87.2,21055,6014,4,4.9,3.8,-0.9,32,135,12,4,120,1270,118,49,2,33,92,10,58,31,16,0,1212,13,7,4,6,3,15,46.7,8,12,2,10,11,24,24,1,60,3.71,39,16,0,4,0,1,10,0.62,1503,45,225,831,452,11,1503,5,4,80.0,1,20.0,787,3463,1633,27,34,1,10,5,1169,47,3,0,0,8,9,1,92,11,7,0,0,0,69,3,8,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
